address,amount0,amount1,amount2,amount3,amount4,amount5
0xabfacc1026bbaec7bfbfdfe5735e6d2263c8a098,0,0,5030023147,15090069443,0,0
0x93100c6082321d7369d3d61ea5ffff0c697631d1,0,0,4211337962,12634013886,0,0
0x9c253e1b6f3c2edd8bf4dd49272c97f1c620f930,0,0,4110900665,12332701995,0,0
0xaee8c60ff7e8947ad514c4310e0f2e203194c33f,0,0,3886343109,11659029327,0,0
0x1e590d8bc94ae3c0dfb86d3c21cf68b8e9efd2e4,0,0,3813041711,11439125134,0,0
0xd4bddf5e3d0435d7a6214a0b949c7bb58621f37c,0,0,3566100476,10698301430,0,0
0x10865ac274a118571beb9a6159273014ff477581,0,0,3532328510,10596985532,0,0
0x9d827d6b9442a859da982743d3279aebd8b94542,0,0,3482148909,10446446728,0,0
0xb0140d8c2233f11f370995516b45564670607449,0,0,51304,10403927192,3467924426,0
0xac8eb5c1c12cc1db3e37bb64cc9f2220e16395d9,0,0,3405530295,10216590887,0,0
0x5770815b0c2a09a43c9e5aecb7e2f3886075b605,0,0,3365012916,10095038749,0,0
0x8f6707e8d807835b09394e351d971568bc2b3151,0,0,3247916931,9743750794,0,0
0xb78e90e2ec737a2c0a24d68a0e54b410fff3bd6b,0,0,3240445535,9721336605,0,0
0xd79ee3be5e0154cd7540a55cc4f7e44d78a38b6a,0,0,3094048135,9282144406,0,0
0x5e493b4dc824f8361947b49a9a43354b465596dc,0,0,3065183312,9195549936,0,0
0xcefcca169357a18eb8c3f230f92b58562e48cae5,0,0,3039204445,9117613336,0,0
0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0,0,24914632,9051122254,2992126119,0
0xaac957a8264124d93d42ede793356e49d0ef5c88,0,0,2994800661,8984401983,0,0
0xe853d53d9dd5b0266dda2b2475b638664669c64c,0,0,2973575753,8920727259,0,0
0xf757563dafd5187fecf8612fb32d386fbd9749bf,0,0,2972777242,8918331727,0,0
0x7e41172e8e5226dcb248278a3053e9a67881e5b5,0,0,2944790542,8834371627,0,0
0x55bf9b7a71c6a9d0806ddfaec21bec8653e76c51,0,0,2939961373,8819884121,0,0
0xf2c1b5561e8c81f8f59053a9bf9ac38b144034cf,0,0,43421,8805290272,2935053336,0
0x24eeb5249ce20cfb667e26b463c0ef394588d65f,0,0,2769833602,8309500808,0,0
0xc8400c8498ad66320206099451e52950c2cc2a97,0,0,0,8148088828,2716029609,0
0xca748cb3e3de6ceab581db13bb9362d4d55353b9,0,0,2611317015,7833951047,0,0
0x5acde142571057cdc382ba036f3edbc92f092fc0,0,0,2504319192,7512957577,0,0
0xb71b13b85d2c094b0fdec64ab891b5bf5f110a8e,0,0,2448300496,7344901488,0,0
0x35a4755d9e3eb2a6bf576e0275276a76f5bece29,0,0,2429232249,7287696749,0,0
0xad9ee9cb7bb3f06cb8f6d3106bb5d798b61477ed,0,0,2358099276,7074297829,0,0
0x2acf58b4c80dbe20c8d2c141929b3726d2cf65ee,0,0,2357496623,7072489871,0,0
0xb4146eceb339e8f573a014e03a24a40eace26c4b,0,0,2355282634,7065847903,0,0
0x8ac908830a6e46d0294620162a22ab0a2ba086b4,0,0,2353574410,7060723231,0,0
0xed8518b2ce9ca0161d2abe89cc9b8389416128a0,0,0,2297404133,6892212401,0,0
0xd9561accef8f1e10a297b1aa44828f66f00c8898,0,0,2288765619,6866296857,0,0
0x251046441292d1b00c5178b8e142416784b5e236,0,0,2284643724,6853931174,0,0
0x4a4c7c5549359b9fff0137bb3ec4d48c4aa79cc7,0,0,2284640178,6853920536,0,0
0xab8d0976af0682edb52fabd6cfc8730a6d058200,0,0,2226539948,6679619844,0,0
0x5c7fa6212a7dccc88f93fabc624d4b60e25b88c6,0,0,2196820089,6590460269,0,0
0xb08a7aeeb294123fcd99761a6114221daf30c39b,0,0,2117310642,6351931926,0,0
0xfde2583b0a85f36e62d0652c4a8d71d5cad125b2,0,0,2028411108,6085233326,0,0
0xa07094ffd0be84cd14c2b274986a5491b8e3ebd1,0,0,2023000987,6069002961,0,0
0x4b2f6c8c21b7659e955f4f782fae48985d306d28,0,0,1998656102,5995968306,0,0
0x4cd5d3e3af291f9a3f32f2d3a52c70e123de5368,0,0,1895614067,5686842202,0,0
0x414da4dbc1a4271452cb779f1a01d6ba5f36bee1,0,0,1849660614,5548981844,0,0
0x8d8b9c79196f32161bcb2a9728d274b3b45eb9af,0,0,1843737253,5531211760,0,0
0xcae86883c9b148c219c54e833114f5a027b18815,0,0,1843443429,5530330288,0,0
0x17cc619bed0181e09848f831f4cee61dc976c48b,0,0,1818878273,5456634821,0,0
0xc3b7bd82832076221b9fecc38bbbb5c1b9ba5c0f,0,0,1816663507,5449990523,0,0
0x3563b9254886fafdd78f4dbf3f89641dc00d0bdb,0,0,1798709298,5396127894,0,0
0xd0eeed205765aefd46e1a91907fa17276178e0fe,0,0,1766100062,5298300189,0,0
0x40d519eda544ef96590396ba84a051f61431227c,0,0,1760950811,5282852435,0,0
0x1fceabe6e466e9d4a0e7dd1ad00b3ec738c3c673,0,0,1758399232,5275197696,0,0
0x9cd8c93d8ef541f46d1c68f1addc23c64e68f192,0,0,1754255956,5262767868,0,0
0x4b1a99467a284cc690e3237bc69105956816f762,0,0,1721207089,5163621267,0,0
0x3f4c3a0c3ce8a29d32381c2c9b237631afbaf414,0,0,1642631215,4927893647,0,0
0xf278df3238af92568488d767177aa097e9c7f3bb,0,0,1625000542,4875001628,0,0
0x301cad295b4cb95ae087a03b705d8a7bd16e7a59,0,0,1593075064,4779225194,0,0
0xfc4c163cdf89f3d0f67b1d569cb51280487c78b4,0,0,1579519597,4738558792,0,0
0x72a76c532800a000e0134b64f74bca22ed431d94,0,0,1572463965,4717391896,0,0
0x46a8ed072dce716b48a57ecd886da4dc50ecdcf5,0,0,1541767732,4625303198,0,0
0x4fce93f451cad39d94a95de84283973a26c88eb5,0,0,1508449901,4525349703,0,0
0x309dd18a48caf96343ea86e225401931ff9a6b15,0,0,1501851367,4505554103,0,0
0xdeb0804d5e54d49c1923da459730e66b60eead6b,0,0,1485767264,4457301792,0,0
0xb7f5423dca5876e789a3599b7b751187a54ebcca,0,0,1477637052,4432911158,0,0
0x48b6eaecdba32f1f134036b82fcdaecc0b6593e2,0,0,1471771984,4415315954,0,0
0xbe228e99f218027791005fa954744d35dd62fab6,0,0,1471750052,4415250157,0,0
0x4b87c24bbf6bf3a1c7c84e200b4712ccd5a701dd,0,0,1471602877,4414808632,0,0
0xfe9791d241dc491230ee6e0d9c65adc3c75536b6,0,0,1425995992,4277987977,0,0
0x768b7ee2eadd416efef3e004508f7f728874368b,0,0,1420862187,4262586562,0,0
0xcd4e751c05ee8655ba8e1d765aedcaf2b10930d0,0,0,1408845976,4226537929,0,0
0xc5f22c7235b9bc8d1f483b2c2c28af952fb9c1f3,0,0,1378607066,4135821199,0,0
0xae459c1864706791c8e00ed750a9ddeca47c6770,0,0,1376061309,4128183929,0,0
0x4f2222879d0f2e35dbf0d9e35a228953b71181dd,0,0,1374961346,4124884039,0,0
0x82949548916db8e4f0905657d19888a76535d005,0,0,1356657787,4069973362,0,0
0x6c85006eae121cf2444f0852cab9914607915df2,0,0,1334435354,4003306064,0,0
0x742c5837076c3c0ef74ec85c32bce1285dfab498,0,0,1274894920,3824684760,0,0
0x4c64e8ddfca84e869a4011ba9fd51e29eee492d5,0,0,1268982331,3806946994,0,0
0xc24bf210e468b685db5f495efcd28e8fbcf2d69c,0,0,1268243810,3804731430,0,0
0x84b3679f39e6dfcb94abd99bc48ecc8f132b4845,0,0,1265487058,3796461175,0,0
0x05aeb176197f1800465285907844913a2bc02e75,0,0,1252004946,3756014838,0,0
0xcc9557f04633d82fb6a1741dcec96986cd8689ae,0,0,1245646731,3736940195,0,0
0xa1d1a35b74559ffeb9416ee1837803407566f100,0,0,1242458037,3727374112,0,0
0xd7ebb15c60b6d66a62b8f2148d09c87b0c94deea,0,0,1230201549,3690604649,0,0
0xf87bfb989310eb9ad214f20cbb41d5a2d053ca38,0,0,1224027937,3672083812,0,0
0x8303619d9a9b50198a4c395cc2b207a27000aab6,0,0,1220730425,3662191277,0,0
0x6a42b0cf067b712eea98f23c8f4a0ca018186b3a,0,0,1189762742,3569288227,0,0
0x14557011d976a5e751616a2f0a0042ed3240dcce,0,0,1183471114,3550413344,0,0
0x195cb5ae07ee0429cceab60eab448c490b92edd5,0,0,1180248228,3540744684,0,0
0x8b3c2a70a19c7caab20fd9def261a3dabd8fae58,0,0,1179747798,3539243396,0,0
0xce5cb9794712f4ecf1a619ac0d121b90485df94e,0,0,1177400042,3532200125,0,0
0x0269b28fd681dc39c37f307ebc42382f95e19a22,0,0,1177251900,3531755700,0,0
0x51b75087e11944f246324f1f4e77c19e63a0aec3,0,0,1177229951,3531689854,0,0
0x59f8bf460b6a7c41f716139285db1ca9d029caf7,0,0,1172965329,3518895987,0,0
0x94cabce53e9b59877efdfdddcfc26e5c9ce54f00,0,0,1139099007,3417297022,0,0
0xddab397e4a81b291ef99c82ee33f79afb0e364c5,0,0,1130642663,3391927991,0,0
0xac977edfa175179b4539c9e6574d8c06c17ca558,0,0,1118718423,3356155271,0,0
0xa5f74bcae20287076e4ad9be69a0e246cf2af688,0,0,1117762490,3353287472,0,0
0xfa4d17c6c8d59cfa67de04274d7bda273113f063,0,0,1115527157,3346581471,0,0
0x3d31a92dc4416b24b5e2a96654a0cb519c92bcf5,0,0,1095105666,3285316998,0,0
0x7952edb6d9b89afdf3aa7c71d721a168271bcadb,0,0,1087286810,3261860430,0,0
0x168f557b0d2d84371293f7246d57190533f208e0,0,0,1080706063,3242118190,0,0
0xa940684767a294458fb055dd4a8f0090d31f8c19,0,0,1079058617,3237175851,0,0
0xd3f223462e19297698e8ea55a685ccf429a3c6dd,0,0,1051431145,3154293437,0,0
0x49b68e78644cb882426c9e5af2cd34d77dec5f1f,0,0,1017138106,3051414320,0,0
0x12d2dd1c6389a66a53f9af8f1bb54607c6ca1305,0,0,1014137148,3042411445,0,0
0x724a902097b1ee8cfd80927f6e24478b9d7e9981,0,0,989016035,2967048105,0,0
0xa492c3680fa2514f9a18c5b91def767675ca058e,0,0,984687959,2954063879,0,0
0xbe85f2b7e46fcca3e6f6d884386d4fd1acd13c14,0,0,952226512,2856679538,0,0
0xaae70d74f3df8b466e09616476d7ba79aea2db28,0,0,944912166,2834736498,0,0
0x90a4e8992092f8edbed1e67aea46c6bc43de9a88,0,0,944863533,2834590601,0,0
0xc280d2b189d42fc5b6bb53dd28064684346a51b2,0,0,941404822,2824214468,0,0
0xf16f409d7f00db42832515b3ad915808bcc2ff24,0,0,940950401,2822851204,0,0
0xb8ba36e591facee901ffd3d5d82df491551ad7ef,0,0,933849112,2801547337,0,0
0x23b5650f5adcecaeecf0ea948c6f4f821eb36c5a,0,0,917579086,2752737258,0,0
0xaff0b7f81164045cc04db3b6e305e43bfdf0ec2c,0,0,898554806,2695664419,0,0
0x4240781a9ebdb2eb14a183466e8820978b7da4e2,0,0,896914202,2690742606,0,0
0xbb1d5ec9265920b9d45e30fbdbaa91b02e8d1e51,0,0,896623470,2689870410,0,0
0x9da3e74ee97fa5156484cd8419fc1ab5d00b55f0,0,0,893680789,2681042368,0,0
0xc04cb82d27d63f2076e4afe9abd6a5fc53f9f534,0,0,882084933,2646254800,0,0
0xced21fdfd4dd0b5b0048a1c9ced0b64669e169cf,0,0,881176199,2643528597,0,0
0x8afd8542540a2c5ce26d01ac3ae6cc1e9c32568f,0,0,879797463,2639392391,0,0
0x43545039bd71d2234b6e5f0004d4d1392b32d3e3,0,0,877163031,2631489095,0,0
0x3062ce4e18de82ffcf2b0528ced098c492044544,0,0,850601255,2551803767,0,0
0x781e2c1d58336ed2e82e6c12c01edf5cc40e3ff6,0,0,845269557,2535808671,0,0
0x9ffb3578a2a4a8b2c49adf46366513b3a4fe78fa,0,0,830627055,2491881165,0,0
0x60e4b7e79aec858961ef12edd2ca40d1dc3a1c81,0,0,829523796,2488571388,0,0
0x407b8291227407e209f2efeb698fefec05979e64,0,0,829219966,2487659898,0,0
0x3011f406fd72aae874f3e8cc44ee21a99ba4c874,0,0,825304446,2475913339,0,0
0x1c454d4ab42c9d02ec7db25ec3696981058816fc,0,0,821594871,2464784615,0,0
0x992a6b456e3836a79f41e3475c8f762f8220fc2a,0,0,805484885,2416454657,0,0
0x6912a141ad1566f5da7515f522bb756a5a9e85e9,0,0,804894829,2414684489,0,0
0xe7cd60693a4937250d9ddff66973686c9fafe9e4,0,0,801713318,2405139955,0,0
0xaf06f206ec32783bf4ef1123e12ab0dcddfed199,0,0,791674002,2375022006,0,0
0x71fc70a90ff66ebb57940ca2a873081908bd410e,0,0,790088375,2370265127,0,0
0xb88aa4a4c23e8dd843b86e693ff020d3fcbd6487,0,0,786945337,2360836011,0,0
0x9cd6140c2de8af7595629bcca099497f0c28b2a9,0,0,776062786,2328188358,0,0
0x376b0adb207c7f7c99863e29bfabfdff5aedb284,0,0,775010371,2325031114,0,0
0x09c46237a348dae4ae255945373d6f4f70e993cb,0,0,764397241,2293191723,0,0
0xd1b18dd9fcfd0cfaed13d0a107b98b47d3f67ef6,0,0,748239028,2244717084,0,0
0xfddc4190fb1fbc9000a8ad69344525d38dcda4c5,0,0,741762026,2225286079,0,0
0x5f70d50ba3cb289246a061f72c361751448aaccb,0,0,741382649,2224147949,0,0
0xb8699aedb5a359e988b11d6cb6474b14ff52a0be,0,0,735760498,2207281494,0,0
0x8355b0c14f7169151ecaf327ce0c486e2c8d31f8,0,0,731978883,2195936649,0,0
0x13366eab396300fb1c9ec24e8b459fd98552eb94,0,0,729072863,2187218590,0,0
0xcad682bea9e2f2ae50bbdf031c261602129fbdbe,0,0,722146311,2166438933,0,0
0xc3a167552642bc253beb0b4d5242f9c9a08fdd66,0,0,706217133,2118651400,0,0
0xc88b64d2491f6545782a202a9059737ce4f7697d,0,0,705613372,2116840117,0,0
0x58c1c6a484ef2d6b0f8d93b2dbeb72f3c3e9ceb5,0,0,703184026,2109552079,0,0
0xe78fcdc1d7b1b9a72645b747bca190acd11b0ea4,0,0,699076609,2097229829,0,0
0x1d0c47e61d3d3a755f841943852a472309dff6ee,0,0,694811062,2084433188,0,0
0x431fcce2675592f404dd71b1a0d9d69156238d65,0,0,694187151,2082561453,0,0
0x046f91c46a03bfd4ba407fd545de311a9d7243cc,0,0,686811560,2060434680,0,0
0xb36ff2c5199fe97fd2db362b5a12635667260b02,0,0,685495367,2056486101,0,0
0x76ad19f75b52b05d69227bf90cbb44cd14f888a4,0,0,682034629,2046103889,0,0
0x1304a8c6ef3410e7b79bcf752e6b7a5ac1705fdf,0,0,670951232,2012853696,0,0
0xa56ea5117ff2cb9df808b36e9aa9ef051fe8a746,0,0,670083698,2010251094,0,0
0xb66bb3db6388b3968deaf222972d0d57ba152525,0,0,669300147,2007900443,0,0
0x3cd54c7a50371c396daa84b1a1d0157414511284,0,0,667055117,2001165353,0,0
0x15d7babefa7deb53d42735c911ce22dfa0642ac7,0,0,664976165,1994928497,0,0
0x3fb61cab57e70e23a1fd3a1fed21be866ca2bbfa,0,0,663884920,1991654761,0,0
0xf9feddb8e19e20fa23ba92243ca5b862fa4083ee,0,0,654088335,1962265007,0,0
0xd5ed8ac2fdf33c0c6a92a7ef67e8f87feb23353f,0,0,653253835,1959761506,0,0
0x5683cb85d174a81ddf2cf256cbb693bcb3cab558,0,0,652747385,1958242155,0,0
0xe73fb67999f8a2689415f169f68b27c93117f6e9,0,0,650586897,1951760692,0,0
0xd90ca1bd39c808cb8a50a9aa9228e332f7846b26,0,0,650485324,1951455972,0,0
0x33372fb9ebd6e6aee0a29fc674a2babac707df53,0,0,649834367,1949503102,0,0
0x8b013d78bb0d1cc1cf743d43dec8ea8dc616dfbd,0,0,643433537,1930300612,0,0
0x0952f59fc84741798c89f756f14b79be396acaab,0,0,636175172,1908525517,0,0
0x6baf3ad271f1474595f04dfc6d2675170a20bdf6,0,0,635690347,1907071042,0,0
0x90d203955bc0c92c5329c62a60f87aa8159f41ec,0,0,629878571,1889635714,0,0
0x4085e56860f3ce695cbc3a6dabf822982255ec73,0,0,626765932,1880297798,0,0
0x5aecfddc39fce4791bef838d5ef66760b078267e,0,0,622935396,1868806189,0,0
0xdc9e037ddd3ba1fc5eae219dd59932ddb76a5d66,0,0,620016900,1860050702,0,0
0x4db3a125b87e894579d3ee481f554bb55bf3caa0,0,0,615947855,1847843566,0,0
0x265a7cf42a6bca85c2cc4ebffbf07dcd9e939e51,0,0,615437412,1846312237,0,0
0xa5ef69325d3dbbe20c2d67eff7048cc3b0093706,0,0,615318180,1845954542,0,0
0x06c8d4c519830998fc7ab69ddd1277e1b53f3d9c,0,0,610878348,1832635044,0,0
0xd57d1b0a8549743cfb8fabba57eef5f370d8fa51,0,0,606823973,1820471920,0,0
0x498bc2e6fd74784fc8181fc2d6784bb886a43c92,0,0,603672252,1811016758,0,0
0x93e66231386fdbcade355ae81edbd8421daf7bbd,0,0,603388182,1810164548,0,0
0x601f9361d069746cec7d2e2e3addd149fa293fd6,0,0,599358666,1798075999,0,0
0x6871eacd33fbcfe585009ab64f0795d7152dc5a0,0,0,599311903,1797935710,0,0
0x54f2e0176c46ec72a51e221c7d3b5dffa8251725,0,0,599179576,1797538728,0,0
0x89e438739c8ecfe7ca4bb8d15d9db75153b5092b,0,0,598124210,1794372630,0,0
0xc43e07914ec83a163c016cb17114a2a5342a704e,0,0,594099315,1782297947,0,0
0x47f0edb4ae92d137c8c39a4b4b063b8f719b943a,0,0,589132758,1767398276,0,0
0xb6067c0586fa37a48725bbde9ec870963025a50f,0,0,588966387,1766899163,0,0
0x2fb299fd98fdfbd7a05198218fb62dc487bfb00d,0,0,588928297,1766784891,0,0
0x9335b527a40213fc8d9b186d2cc8d1a059afcf15,0,0,588918386,1766755160,0,0
0xcdefbc2b769651a9a066ed6794423c2e891141ba,0,0,588700021,1766100063,0,0
0x7d7e0bcc03fb07cd9662d792d40d5a3f0b9013e1,0,0,588700021,1766100062,0,0
0xbfe47e10354494b77e17f519121b07b028814165,0,0,588700021,1766100062,0,0
0x301cd8ab0c12ba28c4fc4f6ff271f4fad5d262d1,0,0,587864006,1763592018,0,0
0x4f9c1264193a25b361978bab859abd9fbe9f5371,0,0,587676809,1763030428,0,0
0x845b10c0de53f0023b08d51ba0b7f0c89e145d67,0,0,586976910,1760930732,0,0
0x88cc7e7e8812c00d5cdb61a605d35eba91dd0ece,0,0,586168105,1758504315,0,0
0x0306e655b3c5c4d052ff5080ea19ce7c62603928,0,0,584982111,1754946333,0,0
0xc93eee59f58369d58a265104b3b99b2971f2ceb4,0,0,583233469,1749700408,0,0
0x2e3db3adde9e59b4ac3ea2947e23be96c6dcd75a,0,0,582415637,1747246912,0,0
0x58c5b1d776d4ae87d2fbb01569854ee7384d4053,0,0,579971728,1739915185,0,0
0x9b90635bc69f725ba7d10ca7c0d7b81e826e93d4,0,0,579911550,1739734652,0,0
0x387a1a88f9f14b2c24bed10a5771316d56b59fea,0,0,576926020,1730778061,0,0
0x2a4046591c5faf99beb1355c8a98b41f050cf25a,0,0,575720822,1727162467,0,0
0x2332309a6cf7f56125ef29bdd1f748f2acc17902,0,0,566787792,1700363376,0,0
0xfd2af74917cfd14b434eccae1ac711de9c75812e,0,0,563627623,1690882869,0,0
0xf7a91369712ae83aa3cd812157db26dc8b50cf5e,0,0,559779035,1679337105,0,0
0x4137f40487529a89535c85f657bd5c5e0ff22566,0,0,554717536,1664152610,0,0
0x0335c72997ff9e93e9839a0c8eb847081dacd1b0,0,0,551868004,1655604012,0,0
0xa28bc6e625e86b3c5487ae7bc1e0f91ce6951868,0,0,550883733,1652651201,0,0
0x7dfe4e25e639d370fc035e1e822e26fe5984be13,0,0,549760372,1649281116,0,0
0x4c58965919f5537814eb8025922539aaac442f92,0,0,548162137,1644486412,0,0
0x044a9c43e95aa9fd28eea25131a62b602d304f1f,0,0,546853565,1640560697,0,0
0x903628bf8e703766277279ca8eb7bfb5e32107a5,0,0,543422799,1630268397,0,0
0xd587fd0b92d7c21e412604c90fdf0414cf244f5d,0,0,541268593,1623805780,0,0
0x07e22dc8c102c764ee1677176beb77592bc31bd1,0,0,537024356,1611073070,0,0
0x0e84dcce026b1ca49a3a5512b342e175897d18a4,0,0,536685583,1610056750,0,0
0xb07a2e7447bee55738d32943e92b56fbf6b9162a,0,0,535826003,1607478009,0,0
0x00f282c40b92bed05f1776cadf1c8b96b9fbaee3,0,0,535128713,1605386141,0,0
0x6b1aa98fed046894cfb1545d7aee30e84cfb35b6,0,0,535070456,1605211369,0,0
0xfb239e0df3a98f6b728200c14cb364cfc61dc4bc,0,0,533404212,1600212636,0,0
0x7fbc2c67b061c79fd234cd041ef6d0f602ca21f0,0,0,527948665,1583845996,0,0
0x64f80d81f4ae9858a9e92dce8d19ee1686cc8e04,0,0,523943018,1571829056,0,0
0x82eaf244a82f02de6c83e8106581bc3d3211cb23,0,0,523210916,1569632750,0,0
0x05cba70566e3601008017d27680460aa87116c58,0,0,521101857,1563305572,0,0
0xa749ecc2905a74f879c8d026b2083e5976e8cfcd,0,0,519260192,1557780577,0,0
0x00e86725ae256228645066ee43d1a5331df5f94e,0,0,518760923,1556282771,0,0
0xcbdba125ec6edd087337c7eba806d38a0b849a8d,0,0,518414511,1555243534,0,0
0x080b195587d8c5e7c6b49a67fa15ccc54fe15d7d,0,0,517542483,1552627450,0,0
0xf79b02d1b2a0ef7dd6762cb4a8e378d7033a1a9c,0,0,517063704,1551191113,0,0
0xed344fa1075499dac4e7eb0b868a1874dcdd36cf,0,0,515575758,1546727275,0,0
0x953ad29773a115fa5f621c2b74500dc14bca7d77,0,0,507752667,1523258001,0,0
0x28c626c177bd8e8b4de376bf02cb6339a678cf2b,0,0,506612390,1519837171,0,0
0x2436adfc3bb5fcc798902c124132829a3389f129,0,0,503618355,1510855065,0,0
0xd76b2ae9af0df582b86593ac6dd5b6b3731ab39c,0,0,498075199,1494225598,0,0
0x8d0f6cdbeec5036f8d04e9e000b047d0b9960921,0,0,494920138,1484760414,0,0
0xdeec31361c64f87b2c13ec4050c08d50e32c8e4c,0,0,481106916,1443320749,0,0
0x5d908c88be270889c0953e7dff1c8e1d699ceea3,0,0,478978146,1436934439,0,0
0xa6b3019f40d739364e211807323444752d7c0cfe,0,0,475509836,1426529508,0,0
0x313abe51d9d8f5fdebcda7db5da03a5e32b21bd3,0,0,472137416,1416412250,0,0
0x8e2c3950cc7cb2a33cf3254faa6f22762f47c110,0,0,471366475,1414099427,0,0
0x3d1a613614b4b19115ee9d1dcddd47c629a25022,0,0,471077756,1413233270,0,0
0x2fc5e6480bf961dba53747746d7cff0a4b8f1651,0,0,470630914,1411892744,0,0
0x0b64d42455b8cc0a4d399313ef80eaf351d26029,0,0,470095696,1410287089,0,0
0x7a4abfbf504275c3e272a844e8e91e4fd730ef9f,0,0,467997551,1403992653,0,0
0x2df420d2b7fa63935e4ff7440869b196fd702511,0,0,465327245,1395981736,0,0
0xd59b0b92d7eb1ac83f7f54e46e7e244894acc3de,0,0,465005424,1395016272,0,0
0x5328cb217d0619341bc710e660a47578d6484c47,0,0,463908872,1391726616,0,0
0x366831f720341e93ab59e946cd7eb0dd8f4c3d09,0,0,463612374,1390837123,0,0
0x9b862231e70ce6d985bd7023ad18325bc3d30a60,0,0,462762003,1388286011,0,0
0x7f29c59ad106f3c63b54108a438968d59e18d9e0,0,0,456416897,1369250692,0,0
0xefed240ed451b95b30562ab8897f17770b4504bb,0,0,453331630,1359994892,0,0
0x55d4bb40b28c8f530889c097f59153ab9eca0d12,0,0,450553677,1351661032,0,0
0xf3056570cbf479ae87bd8f6530de009ad6d9c51e,0,0,449667350,1349002052,0,0
0x26b522094dd69513056856210db813df6b6a1d12,0,0,448674351,1346023053,0,0
0x3a5aae609dc67b942470fcb3ea8ad76357579d7a,0,0,448144470,1344433411,0,0
0x9aef116c36ba3f474440cc5c7bcc8bf56a52498d,0,0,445496218,1336488656,0,0
0x5c342743c9163392ec6d6c23a6e712fc387318a6,0,0,442600458,1327801376,0,0
0xf9e0a04026672dbd3d44b83cbfda620688ff21c5,0,0,442202948,1326608846,0,0
0x89c172ad44afa83d77dec06321f4f8c3818f3223,0,0,441256757,1323770271,0,0
0x2b7b8cdb39d056677e1039fc76eda39a5a6172dc,0,0,441031850,1323095552,0,0
0x09ab9af77a3906dc5cc12633530b0f658cc953db,0,0,437188978,1311566934,0,0
0xff378a7e84ac1c868ad1e29d2ee2602aaadc3bda,0,0,433854539,1301563617,0,0
0x485e856af02092e464ff88b8b358ee4f41bce9c7,0,0,432264512,1296793536,0,0
0x7d115de4047822e8522e57e6312a8ac88152c605,0,0,431515063,1294545189,0,0
0x1561f6d75f3e8e1929d5f3e47887c6edb62f2a18,0,0,431396670,1294190011,0,0
0x0e1caa0d7aad85785a5c01e7d83b4c7e49757963,0,0,428556719,1285670159,0,0
0xf2a446c4194c3b0921b6da6218a06583ea543ba8,0,0,428312606,1284937820,0,0
